"","date","code","description","type","issuer","listing_date","maturity_date","interest","interest_type","interest_freq","originated_amt","sector","total","mature"
"3682",2024-03-28,"BIBI01X1SCFS","SUKUK MSYRKH BKLJ YG DITAWARKAN MELALUI LAYANAN URUN DANA PT BINTORO BANGUN INDONESIA THN 2023 THP I","SUKUK CROWD FUNDING","BINTORO BANGUN INDONESIA, PT",2024-03-28,2024-06-14,0,"FIXED","SEMI-ANNUAL",2.468e+09,"PROPERTY AND REAL ESTATE",1.234e+09,0.213552361396304
"3683",2024-03-28,"BIBI01X2SCFS","SUKUK MSYRKH BKLJ YG DITAWARKAN MELALUI LAYANAN URUN DANA PT BINTORO BANGUN INDONESIA TH 2023 THP II","SUKUK CROWD FUNDING","BINTORO BANGUN INDONESIA, PT",2024-03-28,2024-07-18,0,"FIXED","SPECIFIC DATE",2578500000,"PROPERTY AND REAL ESTATE",2578500000,0.306639288158795
"3684",2024-03-28,"BIBI01X3SCFS","SUKUK MSYRKH BKLJ YG DITAWARKAN MELALUI LAYANAN URUN DANA PT BINTORO BANGUN INDONESIA TH2023 THP III","SUKUK CROWD FUNDING","BINTORO BANGUN INDONESIA, PT",2024-03-28,2024-09-29,0,"FIXED","SPECIFIC DATE",4927500000,"PROPERTY AND REAL ESTATE",4927500000,0.506502395619439
"3685",2024-03-28,"BINS06XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 6 PT BANGUN INFRA NUSANTARA TAHUN 2023","SUKUK CROWD FUNDING","BANGUN INFRA NUSANTARA, PT",2024-03-28,2024-05-10,0,"FLOATING","SPECIFIC DATE",1.749e+09,"TELECOMUNICATION",1.749e+09,0.11772758384668
"3686",2024-03-28,"BINS07XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 7 PT BANGUN INFRA NUSANTARA TAHUN 2024","SUKUK CROWD FUNDING","BANGUN INFRA NUSANTARA, PT",2024-03-28,2024-08-15,0,"Floating/Variable","SPECIFIC DATE",2e+09,"TELECOMUNICATION",2e+09,0.383299110198494
"3687",2024-03-28,"BKDI01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT BANGUN KARYA DIGDAYA TAHUN 2023","SUKUK CROWD FUNDING","BANGUN KARYA DIGDAYA, PT",2024-03-28,2024-08-16,0,"Floating/Variable","SPECIFIC DATE",4.5e+09,"PROPERTY AND REAL ESTATE",4.05e+09,0.386036960985626
"3688",2024-03-28,"CDAS09XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 9 PT CIPTA DAYA SELARAS TAHUN 2023","SUKUK CROWD FUNDING","CIPTA DAYA SELARAS, PT",2024-03-28,2024-06-09,0,"Floating/Variable","SPECIFIC DATE",3.537e+09,"TELECOMUNICATION",2.537e+09,0.199863107460643
"3689",2024-03-28,"CDAS11XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 11 PT CIPTA DAYA SELARAS TAHUN 2023","SUKUK CROWD FUNDING","CIPTA DAYA SELARAS, PT",2024-03-28,2024-07-23,0,"Floating/Variable","SPECIFIC DATE",1.929e+09,"TELECOMUNICATION",1.929e+09,0.320328542094456
"3690",2024-03-28,"CDAS12XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 12 PT CIPTA DAYA SELARAS TAHUN 2024","SUKUK CROWD FUNDING","CIPTA DAYA SELARAS, PT",2024-03-28,2024-08-22,0,"Floating/Variable","SPECIFIC DATE",2.06e+09,"TELECOMUNICATION",2.06e+09,0.402464065708419
"3691",2024-03-28,"CITE03XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 3 PT CITIA ENGINEERING INDONESIA TAHUN 2023","SUKUK CROWD FUNDING","CITIA ENGINEERING INDONESIA, PT",2024-03-28,2024-03-29,0,"FLOATING","SPECIFIC DATE",4.51e+08,"COMPUTER AND SERVICES",3.21e+08,0.0027378507871321
"3692",2024-03-28,"EJHT01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT EJAHIT APPAREL INDONESIA TAHUN 2024","SUKUK CROWD FUNDING","EJAHIT APPAREL INDONESIA, PT",2024-03-28,2024-05-15,0,"Floating/Variable","SPECIFIC DATE",1023450000,"TEXTILE, GARMENT",1023450000,0.131416837782341
"3693",2024-03-28,"ENKR02XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT EKA NUSA KREASINDO TAHUN 2023","SUKUK CROWD FUNDING","EKA NUSA KREASINDO, PT",2024-03-28,2025-03-28,0,"Floating/Variable","SPECIFIC DATE",5.5e+09,"PROPERTY AND REAL ESTATE",5.15e+09,0.999315537303217
"3694",2024-03-28,"EXAB01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT EXABB ENERGY NUSANTARA TAHUN 2022","SUKUK CROWD FUNDING","EXABB ENERGY NUSANTARA, PT",2024-03-28,2024-10-17,0,"FLOATING","SPECIFIC DATE",9.5e+09,"ENERGY",6.16e+09,0.555783709787817
"3695",2024-03-28,"FBSG01X2SCFS","SUKUK ISTISHNA BERKELANJUTAN PT FIMAR BERDAYA SINERGITAMA TAHAP II TAHUN 2023","SUKUK CROWD FUNDING","FIMAR BERDAYA SINERGITAMA, PT",2024-03-28,2024-06-01,0,"FIXED","SPECIFIC DATE",869200000,"OTHER - BASIC INDUSTRY AND CHEMICALS",869200000,0.177960301163587
"3696",2024-03-28,"GENI01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT GEOJAYA TEHNIK TAHUN 2023","SUKUK CROWD FUNDING","GEOJAYA TEHNIK, PT",2024-03-28,2024-05-25,0,"Floating/Variable","SPECIFIC DATE",1e+09,"OTHERS - MINING",6e+08,0.158795345653662
"3697",2024-03-28,"GESM02XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT GEMILANG SUKSES MANDIRI TAHUN 2023","SUKUK CROWD FUNDING","GEMILANG SUKSES MANDIRI, PT",2024-03-28,2024-06-12,0,"Floating/Variable","3 MONTHS",1.572e+09,"TRANSPORTATION",1.572e+09,0.20807665982204
"3698",2024-03-28,"GESM03XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 3 PT GEMILANG SUKSES MANDIRI TAHUN 2023","SUKUK CROWD FUNDING","GEMILANG SUKSES MANDIRI, PT",2024-03-28,2024-12-04,0,"Floating/Variable","3 MONTHS",2e+09,"TRANSPORTATION",2e+09,0.687200547570157
"3699",2024-03-28,"GESM04XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 4 PT GEMILANG SUKSES MANDIRI TAHUN 2024","SUKUK CROWD FUNDING","GEMILANG SUKSES MANDIRI, PT",2024-03-28,2025-02-21,0,"Floating/Variable","3 MONTHS",3.3e+09,"TRANSPORTATION",3.3e+09,0.903490759753593
"3700",2024-03-28,"HARY01XXSCFS","SUKUK MUSYARAKAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT HARMONY LAND GROUP TAHUN 2023","SUKUK CROWD FUNDING","HARMONY LAND GROUP, PT",2024-03-28,2024-07-11,0,"Floating/Variable","3 MONTHS",1e+09,"PROPERTY AND REAL ESTATE",1e+09,0.287474332648871
"3701",2024-03-28,"HTSI01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT HEAT TRANSFER SOLUTIONS INDONESIA TAHUN 2023","SUKUK CROWD FUNDING","HEAT TRANSFER SOLUTIONS INDONESIA, PT",2024-03-28,2024-04-30,0,"FLOATING","SPECIFIC DATE",3.7e+09,"OTHERS - INFRASTRUCTURE, UTILITIES & TRANSPORTATIO",1.93e+09,0.0903490759753593
"3702",2024-03-28,"HTSI02XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT HEAT TRANSFER SOLUTIONS INDONESIA TAHUN 2023","SUKUK CROWD FUNDING","HEAT TRANSFER SOLUTIONS INDONESIA, PT",2024-03-28,2024-07-05,0,"FLOATING","SPECIFIC DATE",2.679e+09,"OTHERS - INFRASTRUCTURE, UTILITIES & TRANSPORTATIO",1e+09,0.271047227926078
"3703",2024-03-28,"IDTS03XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 3 PT INDOTECH SCIENTIFIC TAHUN 2023","SUKUK CROWD FUNDING","INDOTECH SCIENTIFIC, PT",2024-03-28,2024-05-06,0,"Floating/Variable","SPECIFIC DATE",3.98e+08,"HEALTH CARE",3.98e+08,0.106776180698152
"3704",2024-03-28,"INAC02XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT FAVORI CORP SEDAYA TAHUN 2024","SUKUK CROWD FUNDING","FAVORI CORP SEDAYA, PT",2024-03-28,2024-05-30,0,"Floating/Variable","SPECIFIC DATE",3.479e+09,"FOOD & BEVERAGES",3.479e+09,0.172484599589322
"3705",2024-03-28,"INFT01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT INFRATEL MULTI SINERGI TAHUN 2023","SUKUK CROWD FUNDING","INFRATEL MULTI SINERGI, PT",2024-03-28,2024-07-30,0,"Floating/Variable","SPECIFIC DATE",8.8e+08,"TELECOMUNICATION",8.8e+08,0.339493497604381
"3706",2024-03-28,"JCAF01X3SCFS","SUKUK MUDHARABAH BERKELANJUTAN CV JAWA CLASSIC AESTETICS FURNITURE & CRAFT TAHAP III TAHUN 2023","SUKUK CROWD FUNDING","CV JAWA CLASSIC AESTETICS FURNITURE & CRAFT",2024-03-28,2024-06-29,0,"Floating/Variable","SPECIFIC DATE",190500000,"HOUSEWARE",190500000,0.254620123203285
"3707",2024-03-28,"JCAF01X4SCFS","SUKUK MUSYARAKAH BERKELANJUTAN CV JAWA CLASSIC AESTETICS FURNITURE & CRAFT TAHAP IV TAHUN 2023","SUKUK CROWD FUNDING","CV JAWA CLASSIC AESTETICS FURNITURE & CRAFT",2024-03-28,2025-03-08,0,"FIXED","3 MONTHS",904500000,"HOUSEWARE",904500000,0.944558521560575
"3708",2024-03-28,"JSAJ01X2SCFS","SUKUK MUDHARABAH BERKELANJUTAN PT JAYA SEMPURNA AGRO JAMBI TAHAP II TAHUN 2023","SUKUK CROWD FUNDING","JAYA SEMPURNA AGRO JAMBI, PT",2024-03-28,2024-04-05,0,"Floating/Variable","SPECIFIC DATE",446200000,"PLANTATION",446200000,0.0219028062970568
"3709",2024-03-28,"KAKI01X1SCFS","SUKUK IJRH BKLJ YG DITAWARKAN MELALUI LAYANAN URUN DANA PT KINGAZIZ KONSTRUKSI INDONESIA THP I TH 23","SUKUK CROWD FUNDING","KINGAZIZ KONSTRUKSI INDONESIA, PT",2024-03-28,2024-07-20,0,"FIXED","MONTHLY",5.5e+08,"CONSTRUCTION",5.5e+08,0.31211498973306
"3710",2024-03-28,"KAKI01X2SCFS","SUKUK IJRH BKLJ YG DITAWARKAN MELALUI LAYANAN URUN DANA PT KINGAZIZ KONSTRUKSI INDONESIA THP II TH23","SUKUK CROWD FUNDING","KINGAZIZ KONSTRUKSI INDONESIA, PT",2024-03-28,2024-10-12,0,"FIXED","MONTHLY",6e+08,"CONSTRUCTION",6e+08,0.542094455852156
"3711",2024-03-28,"KTSS05XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 5 PT KANTI SEHATI SUKSES TAHUN 2024","SUKUK CROWD FUNDING","KANTI SEHATI SUKSES, PT",2024-03-28,2024-05-14,0,"Floating/Variable","SPECIFIC DATE",3.241e+09,"TEXTILE, GARMENT",3.241e+09,0.128678986995209
"3712",2024-03-28,"KTSS06XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 6 PT KANTI SEHATI SUKSES TAHUN 2024","SUKUK CROWD FUNDING","KANTI SEHATI SUKSES, PT",2024-03-28,2024-06-19,0,"Floating/Variable","SPECIFIC DATE",4.15e+09,"TEXTILE, GARMENT",4.15e+09,0.227241615331964
"3713",2024-03-28,"LAPS02XXSCFS","SUKUK IJARAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT BERKAH UKHUWAH BERLAPIS TAHUN 2023","SUKUK CROWD FUNDING","BERKAH UKHUWAH BERLAPIS, PT",2024-03-28,2025-09-06,0,"FIXED","MONTHLY",1e+09,"FOOD & BEVERAGES",1e+09,1.44284736481862
"3714",2024-03-28,"MCBI05XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 5 PT MEGACON BETON INDONESIA TAHUN 2023","SUKUK CROWD FUNDING","MEGACON BETON INDONESIA, PT",2024-03-28,2024-07-07,0,"Floating/Variable","SPECIFIC DATE",3.511e+09,"CONSTRUCTION",3.511e+09,0.276522929500342
"3715",2024-03-28,"MCBI06XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 6 PT MEGACON BETON INDONESIA TAHUN 2024","SUKUK CROWD FUNDING","MEGACON BETON INDONESIA, PT",2024-03-28,2024-09-07,0,"Floating/Variable","SPECIFIC DATE",3.219e+09,"CONSTRUCTION",3.219e+09,0.446269678302533
"3716",2024-03-28,"MIRK02XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT MITRA REKA KONSTRUKSI TAHUN 2023","SUKUK CROWD FUNDING","MITRA REKA KONSTRUKSI, PT",2024-03-28,2024-09-30,0,"FLOATING","SPECIFIC DATE",4e+09,"BUILDING CONSTRUCTION",4e+09,0.509240246406571
"3717",2024-03-28,"MTKZ01XXSCFS","SUKUK MUSYARAKAH CV MITRA TAKAZA TAHUN 2023","SUKUK CROWD FUNDING","CV MITRA TAKAZA",2024-03-28,2024-12-08,0,"Floating/Variable","SPECIFIC DATE",378400000,"BUILDING CONSTRUCTION",378400000,0.698151950718686
"3718",2024-03-28,"MXIN01XXSCFS","SUKUK MUDHARABAH PT CAHAYA KILAU MAXXINDO TAHUN 2023","SUKUK CROWD FUNDING","CAHAYA KILAU MAXXINDO, PT",2024-03-28,2024-07-29,0,"Floating/Variable","SPECIFIC DATE",334800000,"TEXTILE, GARMENT",334800000,0.336755646817248
"3719",2024-03-28,"ONCE01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 CV GEMILANG PUTRA UTAMA TAHUN 2023","SUKUK CROWD FUNDING","CV GEMILANG PUTRA UTAMA",2024-03-28,2024-04-29,0,"FLOATING","SPECIFIC DATE",646500000,"TEXTILE, GARMENT",646500000,0.0876112251882272
"3720",2024-03-28,"PABS04XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 4 PT PANDU BIOSAINS TAHUN 2024","SUKUK CROWD FUNDING","PANDU BIOSAINS, PT",2024-03-28,2024-04-25,0,"Floating/Variable","SPECIFIC DATE",4.177e+09,"OTHERS - TRADE, SERVICES & INVESTMENT",4.177e+09,0.0766598220396988
"3721",2024-03-28,"PARS01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT PERUSAHAAN PEMBANGUNAN PARSARIRAN TAHUN 2023","SUKUK CROWD FUNDING","PERUSAHAAN PEMBANGUNAN PARSARIRAN, PT",2024-03-28,2024-07-11,0,"Floating/Variable","SPECIFIC DATE",3.15e+09,"BUILDING CONSTRUCTION",3.15e+09,0.287474332648871
"3722",2024-03-28,"PKSI09XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 9 PT PRIMA KHATULISTIWA SINERGI TAHUN 2024","SUKUK CROWD FUNDING","PRIMA KHATULISTIWA SINERGI, PT",2024-03-28,2024-04-26,0,"FLOATING","SPECIFIC DATE",2e+09,"ENERGY",2e+09,0.0793976728268309
"3723",2024-03-28,"PKSI10XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 10 PT PRIMA KHATULISTIWA SINERGI TAHUN 2024","SUKUK CROWD FUNDING","PRIMA KHATULISTIWA SINERGI, PT",2024-03-28,2024-04-19,0,"Floating/Variable","SPECIFIC DATE",6e+09,"ENERGY",6e+09,0.0602327173169062
"3724",2024-03-28,"PNBB01XXSCFS","SUKUK IJARAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT PANACEA BUANA BATAM TAHUN 2022","SUKUK CROWD FUNDING","PANACEA BUANA BATAM, PT",2024-03-28,2024-12-12,0,"FIXED","SEMI-ANNUAL",2.6e+09,"HEALTH CARE",2.6e+09,0.709103353867214
"3725",2024-03-28,"PORI01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT PORI HAERA ABADI TAHUN 2023","SUKUK CROWD FUNDING","PORI HAERA ABADI, PT",2024-03-28,2025-02-20,0,"Floating/Variable","SPECIFIC DATE",5313900000,"PROPERTY AND REAL ESTATE",5313900000,0.900752908966461
"3726",2024-03-28,"RARR01X1SCFS","SUKUK MUDHARABAH BERKELANJUTAN PT RADIAN RIDHA RAHAYU TAHAP I TAHUN 2023","SUKUK CROWD FUNDING","RADIAN RIDHA RAHAYU, PT",2024-03-28,2024-09-23,0,"FLOATING","SPECIFIC DATE",781200000,"BUILDING CONSTRUCTION",781200000,0.490075290896646
"3727",2024-03-28,"RARR01X2SCFS","SUKUK MUDHARABAH BERKELANJUTAN PT RADIAN RIDHA RAHAYU TAHAP II TAHUN 2023","SUKUK CROWD FUNDING","RADIAN RIDHA RAHAYU, PT",2024-03-28,2024-10-01,0,"Floating/Variable","SPECIFIC DATE",566300000,"BUILDING CONSTRUCTION",566300000,0.511978097193703
"3728",2024-03-28,"RNGA01XXSCFS","SURAT BERHARGA SYARIAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA CV RANGGA TAHUN 2024","SUKUK CROWD FUNDING","CV RANGGA",2024-03-28,2024-06-08,0,"Floating/Variable","SPECIFIC DATE",4.04e+08,"TELECOMUNICATION",4.04e+08,0.197125256673511
"3729",2024-03-28,"SHAI02XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT SHAFIRA APPAREL INDONESIA TAHUN 2023","SUKUK CROWD FUNDING","SHAFIRA APPAREL INDONESIA, PT",2024-03-28,2024-05-14,0,"Floating/Variable","SPECIFIC DATE",2.124e+09,"TEXTILE, GARMENT",2.124e+09,0.128678986995209
"3730",2024-03-28,"SHAI03XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 3 PT SHAFIRA APPAREL INDONESIA TAHUN 2023","SUKUK CROWD FUNDING","SHAFIRA APPAREL INDONESIA, PT",2024-03-28,2024-05-27,0,"Floating/Variable","SPECIFIC DATE",1693100000,"TEXTILE, GARMENT",1693100000,0.164271047227926
"3731",2024-03-28,"SHPA01XXSCFS","SUKUK MDHRBH YG DITAWARKAN MELALUI LAYANAN URUN DANA PT HASANAH PANCAWANGI AGRO INDONESIA TAHUN 2022","SUKUK CROWD FUNDING","HASANAH PANCAWANGI AGRO INDONESIA, PT",2024-03-28,2024-04-30,0,"Floating/Variable","SPECIFIC DATE",868590000,"FISHERY",868590000,0.0903490759753593
"3732",2024-03-28,"SKHS01X1SCFS","SUKUK MUDHARABAH YG DITAWARKAN MELALUI LAYANAN URUN DANA PT KREASI HANDAL SELARAS TAHUN 2022 TAHAP 1","SUKUK CROWD FUNDING","KREASI HANDAL SELARAS, PT",2024-03-28,2024-08-10,0,"FIXED","4 MONTHS",1402850000,"OTHERS - INFRASTRUCTURE, UTILITIES & TRANSPORTATIO",1402850000,0.369609856262834
"3733",2024-03-28,"SKHS01X2SCFS","SUKUK MUDHARABAH YG DITAWARKAN MELALUI LAYANAN URUN DANA PT KREASI HANDAL SELARAS TAHUN 2022 TAHAP 2","SUKUK CROWD FUNDING","KREASI HANDAL SELARAS, PT",2024-03-28,2024-05-14,0,"FIXED","SEMI-ANNUAL",2743500000,"OTHERS - INFRASTRUCTURE, UTILITIES & TRANSPORTATIO",2743500000,0.128678986995209
"3734",2024-03-28,"SMFK01XXSCFS","SUKUK MUDHARABAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT MASARU FORTUNA KOMUNIKA TAHUN 2023","SUKUK CROWD FUNDING","MASARU FORTUNA KOMUNIKA, PT",2024-03-28,2024-07-17,0,"FIXED","3 MONTHS",1897400000,"ADVERTISING,PRINTING and MEDIA",1897400000,0.303901437371663
"3735",2024-03-28,"SMSS02XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT SURYA MULTI SUKSES TAHUN 2022","SUKUK CROWD FUNDING","SURYA MULTI SUKSES, PT",2024-03-28,2024-05-26,0,"FLOATING","SPECIFIC DATE",2.5e+09,"ANIMAL HUSBANDRY",1.5e+09,0.161533196440794
"3736",2024-03-28,"SMSS03XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 3 PT SURYA MULTI SUKSES TAHUN 2022","SUKUK CROWD FUNDING","SURYA MULTI SUKSES, PT",2024-03-28,2024-05-26,0,"FLOATING","SPECIFIC DATE",2.5e+09,"ANIMAL HUSBANDRY",1.5e+09,0.161533196440794
"3737",2024-03-28,"SRTM01X1SCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT RUBBA TEKNIK MANDIRI TAHUN 2023 TAHAP I","SUKUK CROWD FUNDING","RUBBA TEKNIK MANDIRI, PT",2024-03-28,2024-06-14,0,"Floating/Variable","SPECIFIC DATE",2.816e+09,"CONSTRUCTION",2.816e+09,0.213552361396304
"3738",2024-03-28,"SRTM01X2SCFS","SUKUK MUDHARABAH PT RUBBA TEKNIK MANDIRI TAHAP II TAHUN 2023","SUKUK CROWD FUNDING","RUBBA TEKNIK MANDIRI, PT",2024-03-28,2024-10-22,0,"Floating/Variable","SPECIFIC DATE",5040600000,"CONSTRUCTION",5040600000,0.569472963723477
"3739",2024-03-28,"SSWS02X1SCFS","SUKUK MUDHARABAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT SAGA WIRA SATYA THN 2023 TAHAP SATU","SUKUK CROWD FUNDING","SAGA WIRA SATYA, PT",2024-03-28,2025-03-04,0,"FIXED","3 MONTHS",1e+09,"ADVERTISING,PRINTING and MEDIA",1e+09,0.933607118412047
"3740",2024-03-28,"SZDH01XXSCFS","SUKUK MUDHARABAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT ZUMAR DAYA HUTAMA TAHUN 2023","SUKUK CROWD FUNDING","ZUMAR DAYA HUTAMA, PT",2024-03-28,2024-05-23,0,"FIXED","SPECIFIC DATE",2523700000,"MACHINERY AND HEAVY EQUIPMENT",2523700000,0.153319644079398
"3741",2024-03-28,"SZLA02XXSCFS","SUKUK MUDHARABAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA CV ZELIA TAHUN 2023","SUKUK CROWD FUNDING","CV ZELIA",2024-03-28,2024-08-16,0,"FIXED","SPECIFIC DATE",2387550000,"OTHERS - CONSUMER GOODS INDUSTRY",2387550000,0.386036960985626
"3742",2024-03-28,"TAKA01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT TEGUH ADIKA KARYA TAHUN 2023","SUKUK CROWD FUNDING","TEGUH ADIKA KARYA, PT",2024-03-28,2024-11-22,0,"Floating/Variable","SPECIFIC DATE",1.044e+09,"PROPERTY AND REAL ESTATE",1.044e+09,0.654346338124572
"3743",2024-03-28,"TESS06XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 6 PT TEKNOLOGI SARANA SEMPURNA TAHUN 2023","SUKUK CROWD FUNDING","TEKNOLOGI SARANA SEMPURNA, PT",2024-03-28,2024-08-07,0,"Floating/Variable","SPECIFIC DATE",2.012e+09,"TELECOMUNICATION",1609600000,0.361396303901437
"3744",2024-03-28,"TESS07XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 7 PT TEKNOLOGI SARANA SEMPURNA TAHUN 2023","SUKUK CROWD FUNDING","TEKNOLOGI SARANA SEMPURNA, PT",2024-03-28,2024-09-18,0,"Floating/Variable","SPECIFIC DATE",1.635e+09,"TELECOMUNICATION",1.308e+09,0.476386036960986
"3745",2024-03-28,"TIHA01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 CV TIHAMA TAHUN 2021","SUKUK CROWD FUNDING","CV TIHAMA",2024-03-28,2024-04-03,0,"FLOATING","MONTHLY",1633333330,"HEALTH CARE",373570004,0.0164271047227926
"3746",2024-03-28,"TKNO01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT TEKNO KLOP INDONESIA TAHUN 2023","SUKUK CROWD FUNDING","TEKNO KLOP INDONESIA, PT",2024-03-28,2024-05-13,0,"Floating/Variable","SPECIFIC DATE",8e+08,"HEALTH CARE",8e+08,0.125941136208077
"3747",2024-03-28,"ZAMA02XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT ZAFFANT MULTI ANUGRAH TAHUN 2023","SUKUK CROWD FUNDING","ZAFFANT MULTI ANUGRAH, PT",2024-03-28,2024-05-29,0,"Floating/Variable","SPECIFIC DATE",7.86e+08,"TEXTILE, GARMENT",7.86e+08,0.16974674880219
"3748",2024-04-30,"IFR0006","SBSN SERI IFR0006","SBSN","PEMERINTAH REPUBLIK INDONESIA",2010-04-05,2030-03-15,10.25,"FIXED","SEMI-ANNUAL",2.175e+12,"GOVERNMENT",4.9e+10,19.9425051334702
"3749",2024-04-30,"IFR0010","SBSN SERI IFR0010","SBSN","PEMERINTAH REPUBLIK INDONESIA",2011-03-04,2036-02-15,10,"FIXED","SEMI-ANNUAL",4.11e+12,"GOVERNMENT",1.6749e+10,24.952772073922
"3750",2024-04-30,"PBS003","SBSN SERI PBS003","SBSN","PEMERINTAH REPUBLIK INDONESIA",2012-02-03,2027-01-15,6,"FIXED","SEMI-ANNUAL",3.786e+12,"GOVERNMENT",3.264596e+12,14.9486652977413
"3751",2024-04-30,"PBS004","SBSN SERI PBS004","SBSN","PEMERINTAH REPUBLIK INDONESIA",2012-02-17,2037-02-15,6.1,"FIXED","SEMI-ANNUAL",1.0149e+13,"GOVERNMENT",1.968073e+12,24.9965776865161
"3752",2024-04-30,"PBS005","SBSN SERI PBS005","SBSN","PEMERINTAH REPUBLIK INDONESIA",2013-05-03,2043-04-15,6.75,"FIXED","SEMI-ANNUAL",9.934e+12,"GOVERNMENT",7.576124e+12,29.9493497604381
"3753",2024-04-30,"PBS007","SBSN SERI PBS007","SBSN","PEMERINTAH REPUBLIK INDONESIA",2014-10-01,2040-09-15,9,"FIXED","SEMI-ANNUAL",7.525e+12,"GOVERNMENT",1.7869e+10,25.9575633127995
"3754",2024-04-30,"PBS012","SBSN Seri PBS012","SBSN","PEMERINTAH REPUBLIK INDONESIA",2016-01-29,2031-11-15,8.875,"FIXED","SEMI-ANNUAL",2.0315e+13,"GOVERNMENT",4.094845e+12,15.7946611909651
"3755",2024-04-30,"PBS015","SBSN Seri PBS015","SBSN","PEMERINTAH REPUBLIK INDONESIA",2017-07-24,2047-07-15,8,"FIXED","SEMI-ANNUAL",2.5e+11,"GOVERNMENT",9.445383e+12,29.9739904175222
"3756",2024-04-30,"PBS017","SBSN Seri PBS017","SBSN","PEMERINTAH REPUBLIK INDONESIA",2018-01-12,2025-10-15,6.125,"FIXED","SEMI-ANNUAL",2.57e+12,"GOVERNMENT",1.439397e+12,7.75633127994524
"3757",2024-04-30,"PBS018","SBSN Seri PBS018","SBSN","PEMERINTAH REPUBLIK INDONESIA",2018-06-06,2028-05-15,7.625,"FIXED","SEMI-ANNUAL",2e+12,"GOVERNMENT",7.5e+12,9.94113620807666
